date,product,category,region,customer,quantity,revenue,cost
2024-03-16,Product B,Electronics,South,Customer_33,1,2872.0,1954.6
2024-03-16,Product E,Accessories,South,Customer_39,8,11534.01,6720.02
2024-03-16,Product E,Accessories,South,Customer_11,6,7834.17,4978.43
2024-03-16,Product A,Electronics,West,Customer_43,8,35138.87,20495.98
2024-03-17,Product D,Services,West,Customer_06,2,17474.0,15075.28
2024-03-17,Product A,Electronics,South,Customer_06,12,51580.09,31740.16
2024-03-17,Product E,Accessories,North,Customer_49,3,3947.9,2532.26
2024-03-17,Product B,Electronics,South,Customer_31,5,15750.33,9789.49
2024-03-17,Product B,Electronics,North,Customer_05,3,8760.86,5666.53
2024-03-17,Product D,Services,North,Customer_14,1,8083.64,7429.3
2024-03-17,Product B,Electronics,East,Customer_42,5,14714.02,9491.72
2024-03-17,Product E,Accessories,South,Customer_41,3,4057.0,2584.52
2024-03-17,Product A,Electronics,North,Customer_24,8,33818.22,21132.8
2024-03-17,Product A,Electronics,North,Customer_01,3,12852.33,8029.39
2024-03-17,Product E,Accessories,West,Customer_13,6,7824.42,5095.18
2024-03-17,Product D,Services,South,Customer_05,2,18092.35,14769.85
2024-03-18,Product A,Electronics,South,Customer_18,6,25590.49,15479.03
2024-03-18,Product C,Accessories,South,Customer_18,11,11472.81,5708.33
2024-03-18,Product C,Accessories,West,Customer_36,6,6815.06,3078.05
2024-03-18,Product B,Electronics,West,Customer_42,4,11690.7,7404.82
2024-03-18,Product A,Electronics,West,Customer_29,8,31423.01,20387.56
2024-03-19,Product C,Accessories,East,Customer_46,7,7972.18,3563.8
2024-03-19,Product C,Accessories,West,Customer_34,9,10361.94,4832.45
2024-03-19,Product E,Accessories,South,Customer_02,6,8555.17,4955.46
2024-03-19,Product C,Accessories,East,Customer_48,8,9090.14,4234.06
2024-03-19,Product D,Services,West,Customer_14,5,43824.76,38279.1
2024-03-20,Product E,Accessories,North,Customer_07,3,4287.97,2475.79
2024-03-20,Product C,Accessories,North,Customer_02,7,8081.95,3744.96
2024-03-20,Product C,Accessories,South,Customer_47,13,14277.1,6703.41
2024-03-20,Product C,Accessories,North,Customer_05,8,8858.46,4061.12
2024-03-20,Product B,Electronics,South,Customer_13,3,8525.31,5883.15
2024-03-20,Product D,Services,North,Customer_44,2,16899.07,14831.5
2024-03-21,Product B,Electronics,East,Customer_03,3,8523.15,5573.47
2024-03-21,Product C,Accessories,South,Customer_01,9,9535.02,4734.68
2024-03-21,Product A,Electronics,North,Customer_46,5,20840.83,12755.01
2024-03-21,Product B,Electronics,East,Customer_06,7,22271.61,13093.86
2024-03-22,Product D,Services,East,Customer_37,4,33611.86,29794.11
2024-03-22,Product E,Accessories,South,Customer_01,6,7852.8,5071.61
2024-03-22,Product C,Accessories,East,Customer_41,6,6367.27,3110.9
2024-03-22,Product B,Electronics,South,Customer_12,6,17989.83,11255.34
2024-03-22,Product D,Services,North,Customer_06,4,33278.2,30387.37
2024-03-22,Product C,Accessories,North,Customer_23,8,9089.46,4147.04
2024-03-22,Product C,Accessories,North,Customer_11,7,7949.69,3556.87
2024-03-22,Product B,Electronics,West,Customer_28,4,12781.4,7648.18
2024-03-22,Product D,Services,North,Customer_01,1,8607.04,7488.14
2024-03-23,Product E,Accessories,East,Customer_51,6,8554.27,5119.43
2024-03-23,Product E,Accessories,North,Customer_18,8,11238.15,6870.96
2024-03-23,Product A,Electronics,South,Customer_39,6,23852.25,15682.03
2024-03-23,Product C,Accessories,North,Customer_40,10,10892.82,5110.88
2024-03-23,Product C,Accessories,South,Customer_01,5,5786.04,2570.14
2024-03-23,Product B,Electronics,East,Customer_33,4,12820.25,7534.98
2024-03-24,Product B,Electronics,North,Customer_10,9,26591.78,17529.88
2024-03-24,Product E,Accessories,North,Customer_37,4,5924.91,3294.84
2024-03-24,Product C,Accessories,West,Customer_50,11,12586.75,5714.94
2024-03-24,Product A,Electronics,West,Customer_10,8,35602.01,21044.66
2024-03-24,Product A,Electronics,West,Customer_44,9,38928.26,22966.36
2024-03-24,Product E,Accessories,East,Customer_45,4,5246.69,3273.74
2024-03-24,Product E,Accessories,North,Customer_06,7,10370.84,5780.96
2024-03-24,Product C,Accessories,East,Customer_23,11,12819.81,5902.65
2024-03-24,Product B,Electronics,East,Customer_38,6,17997.66,11603.54
2024-03-24,Product C,Accessories,East,Customer_09,8,8504.94,4118.89
2024-03-25,Product D,Services,North,Customer_47,1,8284.75,7743.72
2024-03-25,Product C,Accessories,East,Customer_07,7,8151.97,3738.97
2024-03-25,Product A,Electronics,East,Customer_21,7,31211.46,18269.95
2024-03-25,Product D,Services,North,Customer_50,1,7999.81,7720.85
2024-03-25,Product E,Accessories,East,Customer_14,5,7466.09,4229.93
2024-03-26,Product A,Electronics,East,Customer_46,6,24546.88,15205.27
2024-03-26,Product C,Accessories,North,Customer_33,7,7751.26,3730.19
2024-03-26,Product A,Electronics,East,Customer_10,8,32366.98,21375.29
2024-03-26,Product A,Electronics,North,Customer_42,8,32493.13,21094.69
2024-03-27,Product C,Accessories,West,Customer_08,5,5367.75,2562.12
2024-03-27,Product E,Accessories,South,Customer_27,3,3998.8,2475.77
2024-03-27,Product A,Electronics,North,Customer_28,8,33463.53,21082.82
2024-03-27,Product C,Accessories,North,Customer_36,6,6267.68,3093.42
2024-03-27,Product A,Electronics,South,Customer_50,11,45083.92,28574.72
2024-03-27,Product C,Accessories,North,Customer_10,6,6675.37,3153.01
2024-04-01,Product C,Accessories,East,Customer_25,7,5726.58,3556.97
2024-04-01,Product D,Services,West,Customer_15,5,30144.37,38621.39
2024-04-01,Product E,Accessories,East,Customer_02,4,4996.62,3409.61
2024-04-01,Product A,Electronics,North,Customer_41,3,8980.93,7865.83
2024-04-01,Product E,Accessories,North,Customer_23,5,7148.48,4083.61
2024-04-01,Product E,Accessories,East,Customer_06,6,8231.54,5085.78
2024-04-02,Product B,Electronics,North,Customer_31,7,21106.22,13103.65
2024-04-02,Product C,Accessories,South,Customer_17,7,6239.91,3631.14
2024-04-02,Product A,Electronics,West,Customer_30,8,19514.68,18148.652400000003
2024-04-02,Product A,Electronics,North,Customer_43,9,29847.34,23850.07
2024-04-03,Product A,Electronics,South,Customer_48,6,17676.48,15405.42
2024-04-03,Product D,Services,South,Customer_24,1,8333.43,7659.1
2024-04-03,Product A,Electronics,North,Customer_26,10,31833.82,25785.63
2024-04-03,Product B,Electronics,West,Customer_33,6,12996.79,11291.65
2024-04-03,Product E,Accessories,North,Customer_08,5,6983.74,4322.59
2024-04-03,Product A,Electronics,West,Customer_12,5,12178.52,11326.0236
2024-04-03,Product C,Accessories,North,Customer_26,8,7897.21,4103.89
2024-04-04,Product A,Electronics,South,Customer_29,8,24153.63,20647.41
2024-04-04,Product E,Accessories,North,Customer_52,3,4022.91,2462.8
2024-04-04,Product A,Electronics,North,Customer_35,5,16849.17,12641.36
2024-04-05,Product C,Accessories,West,Customer_45,9,5779.94,4767.76
2024-04-05,Product D,Services,East,Customer_24,1,8168.65,7677.51
2024-04-05,Product C,Accessories,North,Customer_29,8,7849.86,4272.22
2024-04-05,Product E,Accessories,East,Customer_47,5,6093.05,4083.29
2024-04-05,Product E,Accessories,North,Customer_15,2,2849.51,1638.59
2024-04-05,Product C,Accessories,East,Customer_24,5,4654.27,2602.6
2024-04-05,Product A,Electronics,West,Customer_26,9,19726.26,18345.4218
2024-04-05,Product E,Accessories,East,Customer_01,1,1252.62,855.9
2024-04-05,Product A,Electronics,West,Customer_09,5,11840.63,11011.785899999999
2024-04-06,Product A,Electronics,East,Customer_27,9,25803.6,23590.14
2024-04-06,Product C,Accessories,South,Customer_33,11,8960.9,5692.28
2024-04-06,Product A,Electronics,West,Customer_52,6,14033.45,13051.108500000002
2024-04-06,Product C,Accessories,South,Customer_45,7,6330.54,3747.46
2024-04-06,Product C,Accessories,South,Customer_12,6,5195.9,3049.03
2024-04-06,Product C,Accessories,West,Customer_39,6,4160.18,3207.35
2024-04-06,Product C,Accessories,East,Customer_08,8,6548.62,4235.24
2024-04-06,Product D,Services,West,Customer_39,2,11477.64,14835.04
2024-04-07,Product A,Electronics,South,Customer_04,6,18332.67,15462.74
2024-04-07,Product C,Accessories,South,Customer_21,8,6998.56,4226.06
2024-04-07,Product A,Electronics,South,Customer_45,12,37136.66,30384.82
2024-04-07,Product B,Electronics,South,Customer_01,4,11666.71,7498.0
2024-04-07,Product B,Electronics,West,Customer_05,3,7076.09,5881.86
2024-04-07,Product C,Accessories,South,Customer_38,4,3310.21,2053.13
2024-04-07,Product B,Electronics,South,Customer_52,4,10971.44,7561.28
2024-04-07,Product B,Electronics,East,Customer_06,6,16161.48,11545.81
2024-04-07,Product C,Accessories,South,Customer_34,4,3683.37,2050.65
2024-04-08,Product E,Accessories,South,Customer_43,5,6417.17,4185.55
2024-04-08,Product B,Electronics,West,Customer_19,2,4365.26,3725.83
2024-04-09,Product C,Accessories,East,Customer_42,6,5446.86,3127.44
2024-04-09,Product C,Accessories,South,Customer_27,9,8221.14,4632.6
2024-04-09,Product B,Electronics,North,Customer_44,6,17591.34,11149.67
2024-04-09,Product C,Accessories,South,Customer_27,9,7646.48,4746.95
2024-04-09,Product C,Accessories,East,Customer_50,7,6022.38,3564.22
2024-04-09,Product A,Electronics,West,Customer_36,5,12412.62,11543.736600000002
2024-04-09,Product C,Accessories,North,Customer_30,8,6984.2,4069.56
2024-04-10,Product B,Electronics,North,Customer_07,5,15763.73,9734.97
2024-04-10,Product E,Accessories,West,Customer_05,1,990.63,845.92
2024-04-10,Product A,Electronics,North,Customer_16,7,22270.56,17879.47
2024-04-10,Product C,Accessories,North,Customer_39,5,4929.59,2558.14
2024-04-10,Product B,Electronics,North,Customer_08,3,9473.72,5738.73
2024-04-10,Product E,Accessories,East,Customer_26,5,6844.43,4167.27
2024-04-10,Product E,Accessories,West,Customer_20,8,8214.77,6865.34
2024-04-11,Product C,Accessories,East,Customer_16,8,6514.35,4201.0
2024-04-11,Product E,Accessories,East,Customer_20,5,6146.64,4203.66
2024-04-11,Product C,Accessories,West,Customer_29,9,5870.18,4561.71
2024-04-11,Product B,Electronics,North,Customer_28,4,11654.37,7590.57
2024-04-12,Product C,Accessories,North,Customer_47,4,3733.02,2050.92
2024-04-12,Product C,Accessories,East,Customer_47,6,5029.69,3171.54
2024-04-12,Product A,Electronics,West,Customer_16,6,14976.6,13928.238000000001
2024-04-12,Product E,Accessories,North,Customer_06,4,5398.63,3340.64
2024-04-12,Product B,Electronics,South,Customer_14,5,14551.76,9479.16
2024-04-12,Product C,Accessories,South,Customer_15,8,7457.99,4188.92
2024-04-13,Product A,Electronics,East,Customer_05,5,14143.45,12779.36
2024-04-13,Product E,Accessories,West,Customer_32,5,4904.63,4213.01
2024-04-13,Product C,Accessories,West,Customer_18,9,5972.96,4763.3
2024-04-13,Product B,Electronics,North,Customer_18,1,2883.68,1854.0
2024-04-14,Product C,Accessories,South,Customer_19,5,4316.86,2538.83
2024-04-14,Product D,Services,West,Customer_06,1,5750.22,7453.81
2024-04-14,Product B,Electronics,South,Customer_10,5,13926.61,9291.75
2024-04-14,Product A,Electronics,South,Customer_48,7,20353.76,18117.86
2024-04-14,Product C,Accessories,East,Customer_10,7,6409.48,3709.16
2024-04-14,Product C,Accessories,West,Customer_22,9,6261.78,4812.82
2024-04-15,Product A,Electronics,North,Customer_29,4,12228.54,10286.98
2024-04-15,Product A,Electronics,North,Customer_37,7,22659.57,18759.9
2024-04-16,Product C,Accessories,North,Customer_20,8,7847.18,4183.87
2024-04-16,Product B,Electronics,South,Customer_26,7,19622.51,13543.05
2024-04-16,Product C,Accessories,North,Customer_46,9,7825.13,4684.64
2024-04-16,Product A,Electronics,East,Customer_11,6,17170.96,15468.44
2024-04-16,Product A,Electronics,North,Customer_42,10,31048.97,25725.55
2024-04-16,Product C,Accessories,East,Customer_44,4,3288.22,2120.13
2024-04-16,Product A,Electronics,South,Customer_21,7,21822.37,17695.2
2024-04-16,Product C,Accessories,North,Customer_50,8,7769.27,4188.23
2024-04-16,Product C,Accessories,South,Customer_18,8,6587.15,4110.53
2024-04-17,Product A,Electronics,South,Customer_21,8,23571.72,20522.52
2024-04-17,Product D,Services,South,Customer_10,1,7897.46,7630.45
2024-04-17,Product B,Electronics,North,Customer_24,5,14661.97,9560.5
2024-04-17,Product A,Electronics,East,Customer_41,6,17091.31,15894.918300000001
2024-04-17,Product D,Services,South,Customer_12,2,15288.65,15348.77
2024-04-17,Product A,Electronics,East,Customer_03,10,31454.67,25727.95
2024-04-18,Product A,Electronics,North,Customer_38,7,23165.53,18750.25
2024-04-18,Product E,Accessories,West,Customer_12,1,955.21,837.29
2024-04-18,Product B,Electronics,West,Customer_27,4,8770.53,7717.1
2024-04-18,Product C,Accessories,South,Customer_27,8,6787.94,4133.29
2024-04-18,Product C,Accessories,South,Customer_22,10,9252.92,5108.35
2024-04-18,Product D,Services,West,Customer_14,4,25357.74,30258.02
2024-04-19,Product C,Accessories,East,Customer_48,6,5200.11,3193.76
2024-04-19,Product E,Accessories,North,Customer_20,5,6870.42,4248.49
2024-04-19,Product A,Electronics,South,Customer_21,3,8552.28,7816.84
2024-04-20,Product C,Accessories,East,Customer_35,6,5234.85,3098.92
2024-04-20,Product A,Electronics,North,Customer_40,7,23833.59,18135.72
2024-04-20,Product C,Accessories,South,Customer_41,9,8281.44,4627.16
2024-04-20,Product C,Accessories,East,Customer_35,6,5203.2,3152.58
2024-04-21,Product A,Electronics,East,Customer_41,7,20720.62,18681.83
2024-04-21,Product A,Electronics,East,Customer_05,6,17300.45,16031.41
2024-04-21,Product C,Accessories,South,Customer_04,9,7361.98,4718.57
2024-04-21,Product B,Electronics,South,Customer_11,2,5712.48,3900.43
2024-04-21,Product C,Accessories,West,Customer_26,2,1396.88,1013.94
2024-04-21,Product A,Electronics,East,Customer_03,6,17365.57,15403.08
2024-04-21,Product C,Accessories,South,Customer_06,10,8215.8,5128.91
2024-04-21,Product C,Accessories,North,Customer_16,5,4929.26,2662.01
2024-04-22,Product A,Electronics,West,Customer_27,4,9270.21,8621.2953
2024-04-22,Product E,Accessories,East,Customer_43,3,4026.21,2517.45
2024-04-23,Product C,Accessories,South,Customer_44,4,3661.07,2056.72
2024-04-23,Product C,Accessories,North,Customer_22,11,10589.99,5630.85
2024-04-23,Product A,Electronics,East,Customer_06,5,15726.12,12702.94
2024-04-23,Product A,Electronics,North,Customer_27,4,13112.39,10498.37
2024-04-23,Product B,Electronics,West,Customer_52,6,12927.94,11169.2
2024-04-23,Product D,Services,East,Customer_43,6,43909.9,46204.15
2024-04-24,Product A,Electronics,West,Customer_16,11,25336.71,23563.1403
2024-04-24,Product C,Accessories,East,Customer_33,6,5437.48,3112.82
2024-04-24,Product C,Accessories,North,Customer_20,7,6713.24,3576.53
2024-04-24,Product E,Accessories,East,Customer_28,5,6831.86,4105.82
2024-04-24,Product C,Accessories,East,Customer_47,4,3380.26,2123.8
2024-04-24,Product C,Accessories,East,Customer_39,6,5350.83,3141.44
2024-04-24,Product D,Services,South,Customer_43,4,31762.5,29982.54
2024-04-25,Product A,Electronics,North,Customer_03,6,18575.09,15823.67
2024-04-25,Product C,Accessories,North,Customer_28,8,7927.54,4260.69
2024-04-26,Product C,Accessories,South,Customer_02,5,4565.3,2613.47
2024-04-26,Product C,Accessories,North,Customer_31,8,7187.39,4138.56
2024-04-26,Product E,Accessories,North,Customer_51,5,6994.91,4078.58
2024-04-26,Product C,Accessories,East,Customer_15,8,6826.38,4138.25
2024-04-26,Product A,Electronics,South,Customer_30,4,12369.76,10696.98
2024-04-26,Product C,Accessories,North,Customer_20,5,4496.83,2600.64
2024-04-27,Product E,Accessories,North,Customer_10,4,5403.11,3398.6
2024-04-27,Product A,Electronics,North,Customer_27,10,32447.34,26195.79
2024-04-27,Product B,Electronics,North,Customer_13,5,14322.95,9361.05
2024-04-27,Product E,Accessories,South,Customer_46,6,8022.32,5027.68
2024-04-27,Product E,Accessories,North,Customer_34,6,8473.94,5071.45
2024-05-01,Product E,Accessories,North,Customer_03,7,9120.34,6004.34
2024-05-01,Product A,Electronics,East,Customer_32,8,14566.28,13546.640400000002
2024-05-01,Product C,Accessories,North,Customer_27,7,5462.99,3561.62
2024-05-01,Product C,Accessories,South,Customer_02,9,6998.47,4682.21
2024-05-02,Product C,Accessories,East,Customer_13,9,6799.76,4650.91
2024-05-02,Product C,Accessories,South,Customer_11,9,6407.73,4820.18
2024-05-02,Product C,Accessories,East,Customer_37,7,5057.28,3599.78
2024-05-02,Product B,Electronics,East,Customer_13,2,5142.53,3861.56
2024-05-02,Product E,Accessories,North,Customer_20,1,1310.36,829.98
2024-05-02,Product A,Electronics,West,Customer_26,8,9157.73,8516.6889
2024-05-02,Product D,Services,South,Customer_39,3,21176.96,22551.77
2024-05-02,Product D,Services,East,Customer_13,2,13308.25,15116.13
2024-05-03,Product C,Accessories,West,Customer_02,9,4211.89,3917.0577000000003
2024-05-03,Product C,Accessories,North,Customer_29,8,6432.95,4061.02
2024-05-03,Product C,Accessories,South,Customer_30,8,5603.16,4239.21
2024-05-03,Product D,Services,North,Customer_02,2,14662.81,15180.94
2024-05-03,Product E,Accessories,North,Customer_28,6,7989.03,4900.5
2024-05-03,Product A,Electronics,East,Customer_26,7,12952.99,12046.280700000001
2024-05-03,Product E,Accessories,North,Customer_32,8,10295.07,6733.92
2024-05-03,Product D,Services,West,Customer_42,5,22264.55,37176.19
2024-05-04,Product E,Accessories,East,Customer_35,2,2202.76,1686.12
2024-05-04,Product A,Electronics,East,Customer_30,4,7770.28,7226.3604000000005
2024-05-04,Product E,Accessories,East,Customer_44,4,4664.02,3276.77
2024-05-04,Product C,Accessories,West,Customer_14,8,3434.82,3194.3826000000004
2024-05-04,Product E,Accessories,North,Customer_27,4,5085.48,3351.96
2024-05-05,Product C,Accessories,South,Customer_11,5,3491.94,2540.27
2024-05-05,Product A,Electronics,West,Customer_17,4,4670.77,4343.816100000001
2024-05-05,Product C,Accessories,North,Customer_19,8,6236.27,4151.98
2024-05-05,Product C,Accessories,North,Customer_14,9,7137.61,4626.33
2024-05-06,Product C,Accessories,South,Customer_37,10,7458.98,5232.78
2024-05-06,Product C,Accessories,North,Customer_31,7,5491.54,3656.68
2024-05-06,Product C,Accessories,East,Customer_27,9,6591.73,4773.31
2024-05-06,Product E,Accessories,East,Customer_40,5,5537.81,4319.96
2024-05-06,Product A,Electronics,East,Customer_11,6,11213.01,10428.0993
2024-05-06,Product B,Electronics,East,Customer_42,1,2719.52,1923.54
2024-05-06,Product A,Electronics,South,Customer_11,7,14173.21,13181.0853
2024-05-07,Product C,Accessories,South,Customer_42,11,7675.17,5866.03
2024-05-07,Product D,Services,East,Customer_30,1,6986.32,7635.35
2024-05-07,Product E,Accessories,South,Customer_19,3,3516.24,2594.58
2024-05-07,Product B,Electronics,East,Customer_35,6,15848.39,11274.47
2024-05-08,Product C,Accessories,South,Customer_19,7,5034.94,3626.67
2024-05-08,Product C,Accessories,West,Customer_04,4,1802.49,1676.3157
2024-05-08,Product B,Electronics,West,Customer_03,7,12076.62,11231.2566
2024-05-08,Product A,Electronics,East,Customer_01,9,18509.86,17214.1698
2024-05-08,Product E,Accessories,North,Customer_35,7,8422.86,5862.12
2024-05-09,Product B,Electronics,North,Customer_12,5,15456.82,9767.5
2024-05-09,Product A,Electronics,North,Customer_37,10,19223.82,17878.1526
2024-05-09,Product B,Electronics,East,Customer_37,4,11028.5,7611.01
2024-05-09,Product A,Electronics,West,Customer_03,6,6570.95,6110.9835
2024-05-09,Product B,Electronics,East,Customer_17,5,12995.76,9565.74
2024-05-09,Product B,Electronics,South,Customer_08,2,5495.38,3760.77
2024-05-10,Product D,Services,North,Customer_12,1,7347.33,7691.16
2024-05-10,Product C,Accessories,South,Customer_06,7,5400.41,3642.13
2024-05-10,Product D,Services,West,Customer_29,6,25169.84,44119.33
2024-05-10,Product B,Electronics,North,Customer_42,8,22222.34,15219.89
2024-05-10,Product A,Electronics,South,Customer_19,4,8032.3,7470.039000000001
2024-05-10,Product E,Accessories,East,Customer_17,4,4850.49,3395.97
2024-05-11,Product C,Accessories,North,Customer_37,9,7364.24,4766.34
2024-05-11,Product D,Services,North,Customer_20,4,31690.34,30745.74
2024-05-11,Product A,Electronics,North,Customer_02,4,8399.47,7811.5071
2024-05-11,Product C,Accessories,East,Customer_13,9,7135.84,4609.14
2024-05-11,Product C,Accessories,North,Customer_11,6,4874.76,3166.08
2024-05-11,Product A,Electronics,North,Customer_42,6,13193.71,12270.1503
2024-05-11,Product C,Accessories,West,Customer_28,7,3079.1,2863.563
2024-05-11,Product C,Accessories,West,Customer_36,8,3381.32,3144.6276000000003
2024-05-12,Product A,Electronics,East,Customer_44,8,14560.75,13541.497500000001
2024-05-12,Product A,Electronics,South,Customer_39,5,9183.27,8540.4411
2024-05-12,Product A,Electronics,East,Customer_28,4,7662.51,7126.134300000001
2024-05-12,Product E,Accessories,South,Customer_10,2,2514.79,1712.01
2024-05-12,Product A,Electronics,North,Customer_21,11,22444.52,20873.4036
2024-05-12,Product B,Electronics,South,Customer_30,4,11379.09,7550.13
2024-05-13,Product C,Accessories,West,Customer_32,9,4148.38,3857.9934000000003
2024-05-13,Product E,Accessories,South,Customer_43,5,6014.86,4155.95
2024-05-13,Product C,Accessories,North,Customer_21,9,7059.63,4614.97
2024-05-13,Product B,Electronics,West,Customer_31,6,10379.07,9652.535100000001
2024-05-13,Product B,Electronics,North,Customer_32,5,14579.83,9687.91
2024-05-13,Product D,Services,South,Customer_04,3,20109.58,23119.82
2024-05-14,Product C,Accessories,North,Customer_31,5,4155.34,2603.74
2024-05-14,Product C,Accessories,South,Customer_39,7,5067.42,3644.34
2024-05-14,Product E,Accessories,East,Customer_31,5,5957.88,4155.01
2024-05-14,Product C,Accessories,South,Customer_29,7,4937.63,3712.58
2024-05-15,Product B,Electronics,South,Customer_43,7,19628.18,13485.29
2024-05-15,Product A,Electronics,East,Customer_21,5,9465.37,8802.794100000001
2024-05-15,Product A,Electronics,West,Customer_11,8,9580.46,8909.8278
2024-05-15,Product B,Electronics,East,Customer_11,6,17490.3,11755.81
2024-05-15,Product A,Electronics,West,Customer_35,8,9027.11,8395.212300000001
2024-05-15,Product A,Electronics,North,Customer_11,6,11513.87,10707.8991
2024-05-16,Product A,Electronics,East,Customer_15,8,15036.95,13984.363500000001
2024-05-16,Product D,Services,West,Customer_33,3,12841.07,22673.06
2024-05-16,Product B,Electronics,North,Customer_38,3,8389.8,5580.58
2024-05-16,Product E,Accessories,West,Customer_27,5,3373.17,3137.0481000000004
2024-05-16,Product C,Accessories,North,Customer_25,9,6834.7,4609.72
2024-05-16,Product C,Accessories,North,Customer_44,7,5315.43,3569.16
2024-05-16,Product A,Electronics,East,Customer_21,5,9984.36,9285.454800000001
2024-05-16,Product A,Electronics,West,Customer_30,5,6202.37,5768.2041
2024-05-16,Product B,Electronics,South,Customer_23,2,5411.47,3854.74
2024-05-16,Product C,Accessories,East,Customer_01,7,5162.62,3752.2
2024-05-16,Product C,Accessories,North,Customer_09,9,7523.19,4642.85
2024-05-17,Product C,Accessories,South,Customer_35,7,5240.57,3709.81
2024-05-17,Product E,Accessories,South,Customer_31,4,4387.65,3308.41
2024-05-17,Product E,Accessories,North,Customer_15,5,6127.13,4080.52
2024-05-17,Product C,Accessories,South,Customer_37,9,6692.99,4831.18
2024-05-17,Product D,Services,East,Customer_38,7,50524.98,52094.33
2024-05-17,Product B,Electronics,North,Customer_24,6,18467.82,11093.01
2024-05-17,Product B,Electronics,South,Customer_25,4,10208.53,7708.5
2024-05-17,Product A,Electronics,West,Customer_25,9,10051.04,9347.467200000001
2024-05-18,Product E,Accessories,North,Customer_10,2,2611.64,1671.64
2024-05-18,Product A,Electronics,North,Customer_32,9,18048.35,16784.9655
2024-05-18,Product C,Accessories,West,Customer_27,7,3229.85,3003.7605
2024-05-18,Product C,Accessories,East,Customer_02,6,4684.61,3115.1
2024-05-18,Product D,Services,North,Customer_10,1,7975.06,7547.12
2024-05-18,Product C,Accessories,West,Customer_15,9,3859.22,3589.0746
2024-05-19,Product D,Services,East,Customer_12,2,13694.93,14785.1
2024-05-19,Product D,Services,South,Customer_24,2,13924.03,14943.32
2024-05-19,Product B,Electronics,East,Customer_14,1,2791.21,1878.61
2024-05-19,Product B,Electronics,North,Customer_04,7,18857.98,13262.0
2024-05-19,Product E,Accessories,North,Customer_06,5,6667.91,4198.9
2024-05-19,Product A,Electronics,West,Customer_01,3,3259.07,3030.9351
2024-05-19,Product C,Accessories,North,Customer_05,7,5523.1,3751.26
2024-05-19,Product B,Electronics,East,Customer_22,2,5303.13,3713.7
2024-05-19,Product A,Electronics,South,Customer_13,6,11112.93,10335.0249
2024-05-19,Product C,Accessories,South,Customer_41,7,5263.61,3662.27
2024-05-20,Product D,Services,North,Customer_18,1,7503.4,7717.56
2024-05-20,Product B,Electronics,East,Customer_05,7,19226.32,13663.86
2024-05-20,Product C,Accessories,South,Customer_07,7,5025.86,3564.75
2024-05-20,Product A,Electronics,East,Customer_39,9,18221.9,16946.367000000002
2024-05-20,Product C,Accessories,North,Customer_15,10,8013.14,5245.25
2024-05-20,Product D,Services,South,Customer_36,6,42934.92,45555.32
2024-05-20,Product C,Accessories,North,Customer_19,6,4476.15,3220.61
2024-05-20,Product B,Electronics,North,Customer_22,8,23060.36,15549.11
2024-05-20,Product C,Accessories,North,Customer_39,7,5380.73,3548.11
2024-05-21,Product A,Electronics,East,Customer_10,5,10194.85,9481.210500000001
2024-05-21,Product E,Accessories,North,Customer_43,4,5285.84,3362.69
2024-05-21,Product E,Accessories,North,Customer_10,3,3942.07,2558.64
2024-05-22,Product B,Electronics,West,Customer_13,2,3484.77,3240.8361
2024-05-22,Product A,Electronics,South,Customer_05,5,9279.69,8630.111700000001
2024-05-23,Product A,Electronics,North,Customer_37,9,19104.07,17766.7851
2024-05-23,Product A,Electronics,North,Customer_29,9,18876.23,17554.8939
2024-05-23,Product D,Services,West,Customer_01,5,22620.87,38402.66
2024-05-23,Product A,Electronics,East,Customer_19,2,4122.38,3833.8134000000005
2024-05-23,Product C,Accessories,East,Customer_38,11,7874.75,5687.32
2024-05-23,Product E,Accessories,North,Customer_19,4,5224.83,3305.54
2024-05-24,Product E,Accessories,North,Customer_14,2,2510.98,1673.69
2024-05-24,Product C,Accessories,West,Customer_24,7,2928.32,2723.3376000000003
2024-05-24,Product C,Accessories,West,Customer_44,7,3308.07,3076.5051000000003
2024-05-24,Product B,Electronics,East,Customer_08,3,7742.41,5767.58
2024-05-25,Product C,Accessories,West,Customer_09,10,4200.28,3906.2604
2024-05-25,Product A,Electronics,East,Customer_38,8,16362.03,15216.6879
2024-05-25,Product A,Electronics,West,Customer_26,8,9183.82,8540.9526
2024-05-25,Product C,Accessories,West,Customer_12,4,1680.66,1563.0138000000002
2024-05-25,Product C,Accessories,North,Customer_36,8,6141.26,4139.46
2024-05-25,Product A,Electronics,North,Customer_44,9,18383.69,17096.8317
2024-05-25,Product A,Electronics,North,Customer_08,10,19939.78,18543.9954
2024-05-25,Product B,Electronics,South,Customer_07,5,14502.07,9334.08
2024-05-26,Product C,Accessories,East,Customer_29,9,6858.94,4667.09
2024-05-27,Product B,Electronics,West,Customer_28,6,10277.8,9558.354
2024-05-27,Product C,Accessories,East,Customer_08,3,2076.76,1524.09
2024-06-01,Product A,Electronics,West,Customer_36,6,3081.99,2866.2507
2024-06-01,Product D,Services,North,Customer_36,4,26085.17,30603.32
2024-06-01,Product A,Electronics,East,Customer_37,7,8629.94,8025.8442000000005
2024-06-01,Product E,Accessories,East,Customer_19,6,6776.44,4942.6
2024-06-02,Product A,Electronics,East,Customer_12,4,4677.45,4350.0285
